,0
0,63.720703125
1,65.185546875
2,65.91796875
3,67.3828125
4,55.6640625
5,54.931640625
6,60.05859375
7,61.1572265625
8,73.974609375
9,81.298828125
10,70.6787109375
11,60.791015625
12,57.12890625
13,57.12890625
14,56.396484375
15,57.861328125
16,56.0302734375
17,54.931640625
18,59.326171875
19,63.720703125
20,73.6083984375
21,67.3828125
22,68.84765625
23,65.5517578125
24,63.720703125
25,58.59375
26,69.9462890625
27,76.5380859375
28,78.0029296875
29,80.2001953125
30,82.763671875
31,87.890625
32,104.00390625
33,82.03125
34,73.6083984375
35,68.84765625
36,64.8193359375
37,62.98828125
38,62.6220703125
39,66.2841796875
40,72.509765625
41,70.3125
42,58.59375
43,57.4951171875
44,63.3544921875
45,57.861328125
46,55.2978515625
47,68.84765625
48,73.2421875
49,73.6083984375
50,72.509765625
51,62.98828125
52,62.98828125
53,65.5517578125
54,68.84765625
