,0
0,68.84765625
1,68.84765625
2,69.580078125
3,68.84765625
4,67.7490234375
5,68.84765625
6,69.580078125
7,69.580078125
8,69.580078125
9,71.044921875
10,70.3125
11,68.115234375
12,66.650390625
13,65.91796875
14,65.91796875
15,67.3828125
16,69.580078125
17,71.044921875
18,71.77734375
19,72.509765625
20,71.77734375
21,69.580078125
22,68.115234375
23,67.3828125
24,66.650390625
25,68.115234375
26,68.84765625
27,68.84765625
28,68.115234375
29,68.115234375
30,68.115234375
31,68.115234375
32,68.84765625
33,69.580078125
34,69.580078125
35,70.3125
36,71.044921875
37,71.77734375
38,71.044921875
39,69.580078125
40,68.84765625
41,69.580078125
42,69.580078125
43,71.044921875
44,73.974609375
45,75.439453125
46,73.2421875
47,71.77734375
48,71.77734375
49,71.044921875
50,69.2138671875
51,69.580078125
52,69.580078125
53,71.77734375
54,73.2421875
55,72.509765625
56,70.3125
57,69.580078125
58,68.115234375
59,67.3828125
60,68.115234375
61,68.115234375
62,69.580078125
63,70.3125
64,71.044921875
65,71.77734375
66,73.2421875
67,72.509765625
68,69.580078125
