,0
0,59.6923828125
1,58.59375
2,60.4248046875
3,54.5654296875
4,53.1005859375
5,52.3681640625
6,53.8330078125
7,59.326171875
8,59.326171875
9,57.4951171875
10,54.5654296875
11,50.537109375
12,50.1708984375
13,52.734375
14,63.720703125
15,65.185546875
16,59.326171875
17,57.861328125
18,61.5234375
19,64.453125
20,62.98828125
21,59.326171875
22,58.9599609375
23,58.59375
24,57.861328125
25,58.9599609375
26,54.19921875
27,51.6357421875
28,53.1005859375
29,52.001953125
30,53.1005859375
31,51.26953125
32,53.8330078125
33,49.4384765625
34,43.9453125
35,47.9736328125
36,54.5654296875
37,60.05859375
38,60.4248046875
39,64.453125
40,68.115234375
41,67.0166015625
