,0
0,84.228515625
1,82.763671875
2,81.298828125
3,80.56640625
4,79.833984375
5,76.904296875
6,76.171875
7,78.369140625
8,79.1015625
9,79.833984375
10,78.369140625
11,75.439453125
12,73.2421875
13,75.0732421875
14,75.439453125
15,76.5380859375
16,77.63671875
17,79.833984375
18,80.9326171875
19,82.03125
20,76.904296875
21,71.4111328125
22,58.59375
23,60.05859375
24,59.6923828125
25,76.904296875
26,80.2001953125
27,81.298828125
28,79.4677734375
29,76.171875
30,80.56640625
31,82.763671875
32,79.833984375
33,78.369140625
34,81.298828125
35,82.3974609375
36,82.03125
37,82.03125
38,82.03125
39,81.298828125
40,79.833984375
41,82.03125
42,82.03125
43,82.03125
44,83.1298828125
45,83.49609375
46,83.49609375
47,82.763671875
48,80.9326171875
49,84.228515625
50,84.9609375
51,87.158203125
52,86.42578125
53,85.693359375
54,86.0595703125
55,86.42578125
56,78.7353515625
57,76.171875
58,78.369140625
59,76.904296875
60,79.1015625
61,83.49609375
62,86.42578125
63,85.693359375
64,83.49609375
65,84.9609375
66,82.763671875
67,82.763671875
68,81.298828125
