,0
0,59.326171875
1,64.453125
2,71.77734375
3,78.0029296875
4,75.8056640625
5,73.6083984375
6,73.2421875
7,47.607421875
8,48.33984375
9,49.8046875
10,49.4384765625
11,56.396484375
12,84.228515625
13,84.228515625
14,78.369140625
15,55.6640625
16,53.466796875
17,52.3681640625
18,55.2978515625
19,79.833984375
20,82.3974609375
21,83.49609375
22,83.8623046875
23,84.5947265625
24,83.49609375
25,82.03125
26,79.833984375
27,61.8896484375
28,61.5234375
29,60.791015625
30,56.0302734375
31,61.1572265625
32,61.8896484375
33,83.1298828125
34,82.3974609375
35,82.3974609375
36,83.8623046875
37,87.158203125
38,88.2568359375
39,87.890625
40,87.890625
41,86.0595703125
42,83.49609375
43,84.228515625
44,83.49609375
45,83.49609375
46,83.1298828125
47,74.70703125
48,77.63671875
49,72.1435546875
50,74.70703125
51,69.580078125
52,70.3125
53,64.453125
54,62.255859375
55,61.1572265625
56,65.5517578125
57,86.7919921875
58,87.890625
59,87.890625
60,88.623046875
61,85.3271484375
62,77.2705078125
63,78.369140625
64,80.56640625
65,79.4677734375
66,79.833984375
67,83.8623046875
68,86.7919921875
