,0
0,65.185546875
1,72.509765625
2,73.2421875
3,72.1435546875
4,71.044921875
5,73.974609375
6,75.439453125
7,77.2705078125
8,77.2705078125
9,78.369140625
10,79.1015625
11,73.974609375
12,52.3681640625
13,52.001953125
14,51.26953125
15,53.466796875
16,65.91796875
17,70.3125
18,74.70703125
19,66.650390625
20,65.91796875
21,61.8896484375
22,60.791015625
23,61.8896484375
24,62.98828125
25,65.91796875
26,67.3828125
27,66.650390625
28,60.791015625
29,55.2978515625
30,50.537109375
31,71.77734375
32,66.650390625
33,61.5234375
