,0
0,49.4384765625
1,53.8330078125
2,61.8896484375
3,64.8193359375
4,69.580078125
5,69.580078125
6,41.748046875
7,49.072265625
8,55.6640625
9,57.861328125
10,57.12890625
11,49.072265625
12,43.212890625
13,49.4384765625
14,62.98828125
15,63.3544921875
16,58.2275390625
17,55.6640625
18,55.2978515625
19,56.7626953125
20,56.396484375
21,54.931640625
22,53.466796875
23,53.8330078125
24,62.255859375
25,65.91796875
26,70.6787109375
27,55.2978515625
28,52.734375
29,57.861328125
30,58.9599609375
31,56.396484375
32,53.466796875
