,0
0,64.453125
1,70.3125
2,70.3125
3,65.185546875
4,62.6220703125
5,62.255859375
6,63.720703125
7,65.185546875
8,67.3828125
9,68.84765625
10,68.84765625
11,68.84765625
12,68.84765625
13,68.84765625
14,70.3125
15,71.044921875
16,68.84765625
17,68.84765625
18,69.2138671875
19,68.115234375
20,69.580078125
21,71.044921875
22,70.3125
23,67.0166015625
24,68.115234375
25,70.3125
26,69.580078125
27,68.84765625
28,69.2138671875
29,69.9462890625
30,68.4814453125
31,68.84765625
32,68.84765625
33,70.3125
34,71.044921875
35,72.8759765625
36,71.4111328125
37,56.0302734375
38,58.2275390625
39,58.59375
40,67.7490234375
41,71.044921875
42,58.59375
43,59.326171875
44,60.05859375
45,69.580078125
46,76.171875
47,76.171875
48,76.171875
49,76.5380859375
50,75.0732421875
51,73.974609375
52,74.70703125
53,73.2421875
54,73.2421875
55,73.974609375
56,73.974609375
57,72.509765625
58,74.3408203125
59,75.439453125
60,60.05859375
61,63.3544921875
62,53.466796875
63,55.6640625
64,54.5654296875
65,62.255859375
66,73.2421875
67,73.2421875
68,70.3125
