,0
0,78.369140625
1,79.833984375
2,79.4677734375
3,57.4951171875
4,57.12890625
5,51.26953125
6,50.9033203125
7,53.466796875
8,57.12890625
9,60.791015625
10,68.115234375
11,58.9599609375
12,57.861328125
13,67.3828125
14,84.9609375
15,83.8623046875
16,83.49609375
17,82.763671875
18,84.9609375
19,87.890625
20,88.2568359375
21,87.158203125
22,86.0595703125
23,85.693359375
24,89.35546875
25,70.3125
26,67.7490234375
27,59.6923828125
28,60.05859375
29,66.2841796875
30,60.791015625
31,58.9599609375
32,56.396484375
33,57.4951171875
34,57.861328125
35,58.9599609375
