,0
0,51.26953125
1,51.26953125
2,50.537109375
3,51.26953125
4,52.3681640625
5,51.6357421875
6,52.734375
7,54.931640625
8,59.326171875
9,55.6640625
10,54.5654296875
11,56.0302734375
12,64.453125
13,62.255859375
14,60.05859375
15,55.2978515625
16,56.7626953125
17,60.4248046875
18,57.12890625
19,58.59375
20,59.326171875
21,61.5234375
22,67.7490234375
23,85.3271484375
24,89.35546875
25,90.8203125
26,82.3974609375
27,88.623046875
28,78.7353515625
29,71.4111328125
30,69.2138671875
31,52.001953125
32,57.12890625
33,57.861328125
34,55.6640625
35,55.6640625
36,57.12890625
37,61.8896484375
38,59.326171875
39,57.861328125
40,53.8330078125
41,65.91796875
42,56.396484375
43,56.396484375
44,59.6923828125
45,60.791015625
46,58.59375
47,54.19921875
48,54.5654296875
49,52.001953125
50,50.537109375
51,55.2978515625
52,77.63671875
53,88.2568359375
54,75.0732421875
55,73.2421875
56,82.763671875
57,82.763671875
58,90.4541015625
59,103.271484375
60,105.46875
61,105.46875
62,97.7783203125
63,71.77734375
64,60.05859375
65,64.453125
