,0
0,74.70703125
1,72.8759765625
2,74.3408203125
3,76.904296875
4,66.2841796875
5,61.8896484375
6,61.1572265625
7,60.05859375
8,64.453125
9,67.3828125
10,64.453125
11,65.185546875
12,59.326171875
13,61.5234375
14,60.4248046875
15,72.1435546875
16,76.904296875
17,79.1015625
18,67.0166015625
19,62.98828125
20,60.4248046875
21,62.6220703125
22,62.6220703125
23,65.185546875
24,62.255859375
25,60.05859375
26,54.931640625
27,56.396484375
28,60.791015625
29,61.5234375
30,63.3544921875
31,65.5517578125
32,70.3125
33,75.439453125
34,76.171875
35,79.833984375
36,83.1298828125
37,79.1015625
38,76.5380859375
39,74.70703125
40,67.3828125
41,67.0166015625
42,62.255859375
43,59.6923828125
44,57.12890625
45,63.720703125
46,63.3544921875
47,59.6923828125
48,60.4248046875
49,64.0869140625
50,65.5517578125
51,71.77734375
52,72.8759765625
53,78.369140625
54,76.904296875
55,69.2138671875
56,57.861328125
57,62.255859375
58,68.115234375
59,73.974609375
60,77.63671875
61,72.509765625
62,69.580078125
63,65.185546875
64,68.4814453125
65,71.77734375
66,69.580078125
67,71.044921875
68,73.974609375
69,76.904296875
70,82.03125
71,79.833984375
72,79.4677734375
73,71.044921875
74,65.91796875
