,0
0,66.650390625
1,70.6787109375
2,68.84765625
3,67.3828125
4,63.720703125
5,62.255859375
6,64.0869140625
7,68.115234375
8,69.2138671875
9,68.115234375
10,65.91796875
11,65.185546875
12,65.5517578125
13,62.255859375
14,63.3544921875
15,63.720703125
16,65.185546875
17,64.8193359375
18,68.84765625
19,62.255859375
20,61.1572265625
21,64.0869140625
22,65.185546875
23,66.2841796875
24,67.7490234375
25,65.185546875
26,64.0869140625
27,70.6787109375
28,68.115234375
29,62.255859375
30,61.5234375
31,60.05859375
32,60.791015625
33,64.8193359375
34,60.791015625
35,60.05859375
36,62.255859375
37,62.98828125
38,65.185546875
39,65.91796875
40,65.5517578125
41,65.91796875
42,64.453125
43,69.580078125
44,72.1435546875
45,68.115234375
46,63.720703125
47,58.59375
48,55.6640625
49,65.91796875
50,64.453125
51,70.3125
52,68.115234375
53,70.3125
54,62.98828125
