,0
0,55.6640625
1,58.59375
2,59.6923828125
3,57.861328125
4,58.2275390625
5,50.537109375
6,54.5654296875
7,70.3125
8,68.115234375
9,57.861328125
10,53.1005859375
11,56.396484375
12,60.05859375
13,57.4951171875
14,57.4951171875
15,54.19921875
16,56.396484375
17,58.9599609375
18,63.720703125
19,69.2138671875
20,64.453125
21,65.185546875
22,63.720703125
23,59.326171875
24,59.326171875
25,57.12890625
26,58.59375
27,62.255859375
28,62.6220703125
29,62.6220703125
30,61.8896484375
31,62.255859375
32,60.791015625
33,51.26953125
34,62.6220703125
