,0
0,59.6923828125
1,64.0869140625
2,59.326171875
3,64.453125
4,66.2841796875
5,69.2138671875
6,70.3125
7,65.5517578125
8,62.98828125
9,61.1572265625
10,57.12890625
11,58.59375
12,59.326171875
13,58.59375
14,65.91796875
15,62.98828125
16,59.6923828125
17,58.9599609375
18,55.6640625
19,56.396484375
20,58.59375
21,62.255859375
22,64.453125
23,65.185546875
24,64.453125
25,60.05859375
26,59.326171875
27,60.05859375
28,64.0869140625
29,63.720703125
30,62.6220703125
31,60.05859375
32,62.98828125
33,63.720703125
34,62.98828125
35,62.255859375
36,58.2275390625
37,57.861328125
38,60.791015625
39,60.05859375
