,0
0,62.255859375
1,66.650390625
2,63.720703125
3,62.255859375
4,64.453125
5,66.650390625
6,66.650390625
7,65.5517578125
8,65.91796875
9,64.453125
10,64.453125
11,60.4248046875
12,59.326171875
13,61.5234375
14,62.255859375
15,62.6220703125
16,59.326171875
17,60.791015625
18,65.185546875
19,71.044921875
20,72.8759765625
21,72.509765625
22,70.3125
23,68.84765625
24,68.115234375
25,65.5517578125
26,65.185546875
27,60.791015625
28,62.6220703125
29,68.84765625
30,68.84765625
31,69.2138671875
32,71.77734375
33,72.509765625
34,73.2421875
35,71.044921875
36,68.84765625
37,69.2138671875
38,68.115234375
39,70.3125
40,72.509765625
41,72.509765625
42,69.580078125
43,68.84765625
44,68.115234375
45,66.650390625
46,65.91796875
47,65.5517578125
48,62.255859375
49,59.326171875
50,56.7626953125
51,60.05859375
52,62.98828125
53,63.720703125
54,65.185546875
55,62.255859375
56,61.5234375
