,0
0,74.3408203125
1,75.8056640625
2,74.70703125
3,71.77734375
4,70.3125
5,69.2138671875
6,68.115234375
7,65.91796875
8,73.6083984375
9,74.70703125
10,75.439453125
11,74.70703125
12,71.77734375
13,66.2841796875
14,63.3544921875
15,64.0869140625
16,65.185546875
17,71.044921875
18,71.044921875
19,72.509765625
20,67.7490234375
21,67.3828125
22,67.3828125
23,68.4814453125
24,70.3125
25,67.3828125
26,63.720703125
27,65.91796875
28,66.650390625
29,65.5517578125
30,68.84765625
31,67.3828125
32,66.2841796875
33,69.580078125
34,66.2841796875
35,67.7490234375
36,64.0869140625
37,63.720703125
38,61.8896484375
39,57.4951171875
40,60.791015625
41,67.3828125
42,62.255859375
43,65.5517578125
44,61.5234375
45,60.4248046875
46,53.8330078125
47,53.8330078125
