,0
0,67.3828125
1,70.3125
2,72.8759765625
3,75.0732421875
4,74.70703125
5,79.1015625
6,79.833984375
7,71.77734375
8,68.115234375
9,66.650390625
10,65.91796875
11,64.8193359375
12,63.720703125
13,63.720703125
14,65.185546875
15,68.84765625
16,68.115234375
17,63.720703125
18,61.8896484375
19,68.4814453125
20,83.1298828125
21,78.369140625
22,68.84765625
23,66.650390625
24,63.720703125
25,63.720703125
26,64.8193359375
27,65.91796875
28,60.05859375
29,55.6640625
30,53.466796875
31,52.734375
32,53.466796875
33,53.466796875
34,56.7626953125
35,55.6640625
36,53.1005859375
