,0
0,68.84765625
1,64.453125
2,62.98828125
3,67.0166015625
4,68.84765625
5,66.650390625
6,67.3828125
7,66.650390625
8,65.185546875
9,62.255859375
10,70.3125
11,68.4814453125
12,62.6220703125
13,63.720703125
14,62.6220703125
15,59.6923828125
16,61.5234375
17,57.12890625
18,57.12890625
19,55.6640625
20,58.9599609375
21,60.4248046875
22,65.5517578125
23,63.720703125
24,69.580078125
25,71.044921875
26,73.2421875
27,75.439453125
28,75.0732421875
29,69.580078125
30,67.7490234375
31,69.9462890625
32,70.3125
33,68.4814453125
34,64.0869140625
35,62.98828125
36,62.255859375
37,59.6923828125
38,58.59375
39,61.8896484375
40,49.072265625
41,50.537109375
42,52.001953125
43,53.466796875
44,54.931640625
45,56.7626953125
46,55.6640625
47,56.396484375
48,56.396484375
49,63.720703125
50,62.255859375
51,61.5234375
52,58.59375
53,60.05859375
