,0
0,64.453125
1,64.453125
2,71.044921875
3,68.4814453125
4,67.7490234375
5,68.4814453125
6,68.115234375
7,65.91796875
8,64.0869140625
9,64.453125
10,65.91796875
11,68.115234375
12,67.3828125
13,64.453125
14,67.7490234375
15,68.115234375
16,65.91796875
17,66.650390625
18,75.439453125
19,78.7353515625
20,78.369140625
21,75.0732421875
22,65.185546875
23,63.3544921875
24,63.3544921875
25,58.9599609375
26,59.6923828125
27,61.5234375
28,70.3125
29,75.439453125
30,72.8759765625
31,68.84765625
32,72.509765625
33,70.6787109375
34,68.115234375
35,62.98828125
36,70.3125
37,68.115234375
38,63.3544921875
39,73.2421875
40,79.4677734375
41,72.509765625
42,63.720703125
43,62.6220703125
44,65.5517578125
45,60.05859375
46,60.05859375
47,64.453125
48,61.8896484375
49,62.255859375
50,63.720703125
51,70.6787109375
52,66.650390625
53,69.580078125
54,69.580078125
55,65.5517578125
56,69.580078125
57,72.8759765625
